pid,author,tid,title,kana,trans,kousakun,kousakuk,status,statusdate,original,publisher,editionn,editionk,ranking,access,characount,minutes
82,岡本 綺堂,49525,目黒の寺,新字新仮名,,川山隆,noriko saito,公開,2008/12/22,岡本綺堂随筆集,岩波文庫、岩波書店,2008（平成20）年5月23日第4刷,2008（平成20）年5月23日第4刷,,,,
82,岡本 綺堂,56511,餅を買う女,新字新仮名,,江村秀之,川山隆,公開,2014/2/20,綺堂随筆　江戸の思い出,河出文庫、河出書房新社,2002（平成14）年10月20日初版,2002（平成14）年10月20日初版,,,,
82,岡本 綺堂,49524,薬前薬後,新字新仮名,,川山隆,noriko saito,公開,2008/12/29,岡本綺堂随筆集,岩波文庫、岩波書店,2008（平成20）年5月23日第4刷,2008（平成20）年5月23日第4刷,,,,
82,岡本 綺堂,45492,雪女,新字新仮名,,小林繁雄、門田裕志,松永正敏,公開,2006/12/6,鷲,光文社文庫、光文社,1990（平成2）年8月20日初版1刷,1990（平成2）年8月20日初版1刷,,,,
82,岡本 綺堂,49523,雪の一日,新字新仮名,,川山隆,noriko saito,公開,2008/12/22,岡本綺堂随筆集,岩波文庫、岩波書店,2008（平成20）年5月23日第4刷,2008（平成20）年5月23日第4刷,,,,
82,岡本 綺堂,484,ゆず湯,新字新仮名,,『鳩よ！』編集部,富田倫生、『鳩よ！』編集部,公開,2000/2/16,岡本綺堂読物選集3　巷談編,青蛙房,,,,,,
82,岡本 綺堂,43547,指輪一つ,新字新仮名,,網迫、土屋隆,小林繁雄、門田裕志,公開,2005/8/13,異妖の怪談集　岡本綺堂伝奇小説集　其ノ二,原書房,1999（平成11）年7月2日第1刷,1999（平成11）年7月2日第1刷,,,,
82,岡本 綺堂,45493,夢のお七,新字新仮名,,小林繁雄、門田裕志,松永正敏,公開,2006/7/4,鎧櫃の血,光文社文庫、光文社,1988（昭和63）年5月30日2刷,1988（昭和63）年5月20日初版1刷,,,,
82,岡本 綺堂,49522,妖怪漫談,新字新仮名,,川山隆,noriko saito,公開,2008/12/26,岡本綺堂随筆集,岩波文庫、岩波書店,2008（平成20）年5月23日第4刷,2008（平成20）年5月23日第4刷,,,,
82,岡本 綺堂,43578,妖婆,新字新仮名,,網迫、土屋隆,小林繁雄、門田裕志,公開,2005/8/18,異妖の怪談集　岡本綺堂伝奇小説集　其ノ二,原書房,1999（平成11）年7月2日第1刷,1999（平成11）年7月2日第1刷,,,,
82,岡本 綺堂,42351,寄席と芝居と,新字新仮名,,門田裕志,小林繁雄,公開,2004/6/9,綺堂芝居ばなし,旺文社文庫、旺文社,1979（昭和54）年1月20日初版,1979（昭和54）年1月20日初版,,,,
82,岡本 綺堂,56512,四谷怪談異説,新字新仮名,,江村秀之,川山隆,公開,2014/2/20,綺堂随筆　江戸の思い出,河出文庫、河出書房新社,2002（平成14）年10月20日初版,2002（平成14）年10月20日初版,,,,
82,岡本 綺堂,43091,ランス紀行,新字新仮名,,門田裕志,小林繁雄,公開,2006/8/9,世界紀行文学全集　第一巻　フランス編Ⅰ,修道社,1959（昭和34）年9月20日,1959（昭和34）年9月20日,,,,
82,岡本 綺堂,43548,離魂病,新字新仮名,,網迫、土屋隆,小林繁雄、門田裕志,公開,2005/8/13,異妖の怪談集　岡本綺堂伝奇小説集　其ノ二,原書房,1999（平成11）年7月2日第1刷,1999（平成11）年7月2日第1刷,,,,
82,岡本 綺堂,478,両国の秋,新字新仮名,,tatsuki,かとうかおり,公開,2000/6/16,江戸情話集,光文社時代小説文庫、光文社,1993（平成5）年12月20日初版1刷,,,,,
82,岡本 綺堂,43092,倫敦の一夜,新字新仮名,,門田裕志,小林繁雄,公開,2006/8/9,世界紀行文学全集　第三巻　イギリス編,修道社,1959（昭和34）年7月20日,1959（昭和34）年7月20日,,,,
82,岡本 綺堂,49521,我家の園芸,新字新仮名,,川山隆,noriko saito,公開,2008/12/26,岡本綺堂随筆集,岩波文庫、岩波書店,2008（平成20）年5月23日第4刷,2008（平成20）年5月23日第4刷,,,,
82,岡本 綺堂,45494,鷲,新字新仮名,,小林繁雄、門田裕志,松永正敏,公開,2006/12/6,鷲,光文社文庫、光文社,1990（平成2）年8月20日初版1刷,1990（平成2）年8月20日初版1刷,,,,
82,岡本 綺堂,49520,私の机,新字新仮名,,川山隆,noriko saito,公開,2008/12/18,岡本綺堂随筆集,岩波文庫、岩波書店,2008（平成20）年5月23日第4刷,2008（平成20）年5月23日第4刷,,,,
1379,小川 登喜男,49592,一ノ倉沢正面の登攀,新字新仮名,,川山隆,門田裕志,公開,2009/8/4,山の旅　大正・昭和篇,岩波文庫、岩波書店,2007（平成19）年8月6日第5刷,2007（平成19）年8月6日第5刷,,,,
474,小川 正子,52337,随筆　藪柑子 03 跋,旧字旧仮名,,岡山勝美,Juki,公開,2017/2/21,隨筆　藪柑子,長崎書店,1941（昭和16）年2月20日3刷,1941（昭和16）年2月20日3刷,,,,
1475,小川 未明,51772,愛に就ての問題,新字新仮名,,Nana ohbe,仙酔ゑびす,公開,2012/1/14,芸術は生動す,国文社,1982（昭和57）年3月30日初版第1刷,1982（昭和57）年3月30日初版第1刷,,,,
1475,小川 未明,52606,愛は不思議なもの,新字新仮名,,特定非営利活動法人はるかぜ,館野浩美,公開,2019/4/28,定本小川未明童話全集　7,講談社,1982（昭和57）年9月10日第6刷,1982（昭和57）年9月10日第6刷,,,,
1475,小川 未明,52533,青い石とメダル,新字新仮名,,特定非営利活動法人はるかぜ,藤井南,公開,2016/1/6,定本小川未明童話全集　8,講談社,1982（昭和57）年9月10日第6刷,1982（昭和52）年9月10日第6刷,,,,
1475,小川 未明,51495,青い草,新字新仮名,,特定非営利活動法人はるかぜ,酒井裕二,公開,2017/4/18,定本小川未明童話全集　13,講談社,1983（昭和58）年1月19日第5刷,1977（昭和52）年11月10日第1刷,,,,
1475,小川 未明,51496,青い玉と銀色のふえ,新字新仮名,,特定非営利活動法人はるかぜ,酒井裕二,公開,2017/12/25,定本小川未明童話全集　14,講談社,1983（昭和58）年1月19日第5刷,1977（昭和52）年12月10日第1刷,,,,
1475,小川 未明,50982,青い時計台,新字新仮名,,ぷろぼの青空工作員チーム入力班,ぷろぼの青空工作員チーム校正班,公開,2012/1/2,定本小川未明童話全集　1,講談社,1982（昭和57）年9月10日第7刷,1982（昭和57）年9月10日第7刷,,,,
1475,小川 未明,51101,青い花の香り,新字新仮名,,ぷろぼの青空工作員チーム入力班,本読み小僧,公開,2012/9/1,定本小川未明童話全集　3,講談社,1981（昭和56）年1月6日第7刷,1978（昭和53）年G第4刷,,,,
1475,小川 未明,52034,青い星の国へ,新字新仮名,,特定非営利活動法人はるかぜ,仙酔ゑびす,公開,2012/4/2,定本小川未明童話全集　10,講談社,1983（昭和58）年1月19日第6刷,1977（昭和52）年8月10日第1刷,,,,
1475,小川 未明,53452,青いボタン,新字新仮名,,特定非営利活動法人はるかぜ,雪森,公開,2013/5/9,定本小川未明童話全集　5,講談社,1977（昭和52）年3月10日第1刷,1979（昭和54）年7月1日第4刷,,,,
1475,小川 未明,51497,青葉の下,新字新仮名,,特定非営利活動法人はるかぜ,酒井裕二,公開,2016/10/13,定本小川未明童話全集　12,講談社,1982（昭和57）年9月10日第5刷,1977（昭和52）年10月10日第1刷,,,,
1475,小川 未明,52609,赤いガラスの宮殿,新字新仮名,,特定非営利活動法人はるかぜ,七草,公開,2015/10/31,定本小川未明童話全集　6,講談社,1977（昭和52）年4月10日第1刷,1977（昭和52）年4月10日第1刷,,,,
1475,小川 未明,51106,あかい雲,新字新仮名,,ぷろぼの青空工作員チーム入力班,本読み小僧,公開,2012/9/1,定本小川未明童話全集　3,講談社,1981（昭和56）年1月6日第7刷,1978（昭和53）年G第4刷,,,,
1475,小川 未明,51093,赤い魚と子供,新字新仮名,,ぷろぼの青空工作員チーム入力班,本読み小僧,公開,2012/9/4,定本小川未明童話全集　3,講談社,1981（昭和56）年1月6日第7刷,1978（昭和53）年G第4刷,,,,
1475,小川 未明,51011,赤い手袋,新字新仮名,,特定非営利活動法人はるかぜ,雪森,公開,2013/5/9,定本小川未明童話全集　1,講談社,1977（昭和52）年C第3刷,1979（昭和54）年7月1日第5刷,,,,
1475,小川 未明,51115,赤い鳥,新字新仮名,,ぷろぼの青空工作員チーム入力班,本読み小僧,公開,2012/10/17,定本小川未明童話全集　3,講談社,1981（昭和56）年1月6日第7刷,1981（昭和56）年1月6日第7刷,,,,
1475,小川 未明,51066,赤い姫と黒い皇子,新字新仮名,,ぷろぼの青空工作員チーム入力班,本読み小僧,公開,2012/9/4,定本小川未明童話全集　3,講談社,1981（昭和56）年1月6日第7刷,1978（昭和53）年G第4刷,,,,
1475,小川 未明,50975,赤い船,新字新仮名,,ぷろぼの青空工作員チーム入力班,ぷろぼの青空工作員チーム校正班,公開,2012/1/2,定本小川未明童話全集　1,講談社,1982（昭和57）年9月10日第7刷,1982（昭和57）年9月10日第7刷,,,,
1475,小川 未明,52922,赤い船とつばめ,新字新仮名,,特定非営利活動法人はるかぜ,本読み小僧,公開,2012/10/24,定本小川未明童話全集　5,講談社,1977（昭和52）年3月10日第1刷,1978（昭和53）年G第4刷,,,,
1475,小川 未明,52960,赤い船のお客,新字新仮名,,特定非営利活動法人はるかぜ,富田倫生,公開,2012/3/9,定本小川未明童話全集　4,講談社,1977（昭和52）年C第2刷,　,,,,
1475,小川 未明,52035,赤い実,新字新仮名,,特定非営利活動法人はるかぜ,仙酔ゑびす,公開,2012/1/29,定本小川未明童話全集　10,講談社,1983（昭和58）年1月19日第6刷,1977（昭和52）年8月10日第1刷,,,,
1475,小川 未明,54372,赤い蝋燭と人魚,新字新仮名,,門田裕志,仙酔ゑびす,公開,2012/1/1,文豪怪談傑作選　小川未明集　幽霊船,ちくま文庫、筑摩書房,2010（平成22）年5月25日第2刷,2010（平成22）年5月25日第2刷,,,,
1475,小川 未明,51498,赤土へくる子供たち,新字新仮名,,特定非営利活動法人はるかぜ,酒井裕二,公開,2016/11/19,定本小川未明童話全集　12,講談社,1982（昭和57）年9月10日第5刷,1977（昭和52）年10月10日第1刷,,,,
1475,小川 未明,51080,明るき世界へ,新字新仮名,,ぷろぼの青空工作員チーム入力班,本読み小僧,公開,2012/10/24,定本小川未明童話全集　3,講談社,1981（昭和56）年1月6日第7刷,1978（昭和53）年G第4刷,,,,
1475,小川 未明,51528,秋が　きました,新字新仮名,,特定非営利活動法人はるかぜ,Juki,公開,2012/9/16,定本小川未明童話全集　16,講談社,1982（昭和57）年9月10日第5刷,1979（昭和54）年1月31日第2刷,,,,
1475,小川 未明,52610,秋のお約束,新字新仮名,,特定非営利活動法人はるかぜ,きゅうり,公開,2018/9/21,定本小川未明童話全集　7,講談社,1982（昭和57）年9月10日第6刷,1977（昭和52）年5月10日第1刷,,,,
1475,小川 未明,52036,朝の公園,新字新仮名,,特定非営利活動法人はるかぜ,酒井裕二,公開,2015/7/2,定本小川未明童話全集　10,講談社,1983（昭和58）年1月19日第6刷,1977（昭和52）年8月10日第1刷,,,,
1475,小川 未明,51499,新しい町,新字新仮名,,特定非営利活動法人はるかぜ,酒井裕二,公開,2018/9/4,定本小川未明童話全集　13,講談社,1983（昭和58）年1月19日第5刷,1977（昭和52）年11月10日第1刷,,,,
1475,小川 未明,51500,兄と魚,新字新仮名,,特定非営利活動法人はるかぜ,酒井裕二,公開,2018/6/29,定本小川未明童話全集　13,講談社,1983（昭和58）年1月19日第5刷,1977（昭和52）年11月10日第1刷,,,,
1475,小川 未明,51501,兄の声,新字新仮名,,特定非営利活動法人はるかぜ,酒井裕二,公開,2018/6/9,定本小川未明童話全集　13,講談社,1983（昭和58）年1月19日第5刷,1977（昭和52）年11月10日第1刷,,,,
1475,小川 未明,51721,アパートで聞いた話,新字新仮名,,特定非営利活動法人はるかぜ,酒井裕二,公開,2018/9/4,定本小川未明童話全集　14,講談社,1983（昭和58）年1月19日第5刷,1977（昭和52）年12月10日第1刷,,,,
1475,小川 未明,51078,あほう鳥の鳴く日,新字新仮名,,ぷろぼの青空工作員チーム入力班,本読み小僧,公開,2012/11/24,定本小川未明童話全集　3,講談社,1981（昭和56）年1月6日第7刷,1981（昭和56）年1月6日第7刷,,,,
1475,小川 未明,51076,飴チョコの天使,新字新仮名,,ぷろぼの青空工作員チーム入力班,本読み小僧,公開,2012/10/17,定本小川未明童話全集　3,講談社,1981（昭和56）年1月6日第7刷,1981（昭和56）年1月6日第7刷,,,,
1475,小川 未明,52961,あらしの前の木と鳥の会話,新字新仮名,,特定非営利活動法人はるかぜ,富田倫生,公開,2012/3/9,定本小川未明童話全集　4,講談社,1977（昭和52）年C第2刷,　,,,,
1475,小川 未明,53142,嵐の夜,新字新仮名,,門田裕志,坂本真一,公開,2016/8/3,文豪怪談傑作選　小川未明集　幽霊船,ちくま文庫、筑摩書房,2010（平成22）年5月25日第2刷,2010（平成22）年5月25日第2刷,,,,
1475,小川 未明,52990,ある男と無花果,新字新仮名,,特定非営利活動法人はるかぜ,富田倫生,公開,2012/3/14,定本小川未明童話全集　4,講談社,1977（昭和52）年C第2刷,　,,,,
1475,小川 未明,53014,ある男と牛の話,新字新仮名,,特定非営利活動法人はるかぜ,雪森,公開,2013/5/13,定本小川未明童話全集　5,講談社,1977（昭和52）年3月10日第1刷,1979（昭和54）年7月1日第4刷,,,,
1475,小川 未明,51754,ある少年の正月の日記,新字新仮名,,特定非営利活動法人はるかぜ,飛竜,公開,2018/1/8,定本小川未明童話全集　8,講談社,1982（昭和57）年9月10日第6刷,1977（昭和52）年6月10日第1刷,,,,
1475,小川 未明,51502,ある夏の日のこと,新字新仮名,,特定非営利活動法人はるかぜ,酒井裕二,公開,2017/7/16,定本小川未明童話全集　13,講談社,1983（昭和58）年1月19日第5刷,1977（昭和52）年11月10日第1刷,,,,
1475,小川 未明,51757,ある日の午後,新字新仮名,,Nana ohbe,仙酔ゑびす,公開,2012/1/14,芸術は生動す,国文社,1982（昭和57）年3月30日初版第1刷,1982（昭和57）年3月30日初版第1刷,,,,
1475,小川 未明,52962,ある日の先生と子供,新字新仮名,,特定非営利活動法人はるかぜ,富田倫生,公開,2012/3/14,定本小川未明童話全集　4,講談社,1977（昭和52）年C第2刷,　,,,,
1475,小川 未明,52963,あるまりの一生,新字新仮名,,特定非営利活動法人はるかぜ,富田倫生,公開,2012/3/19,定本小川未明童話全集　4,講談社,1977（昭和52）年C第2刷,　,,,,
1475,小川 未明,51503,ある夜の姉と弟,新字新仮名,,特定非営利活動法人はるかぜ,酒井裕二,公開,2017/11/20,定本小川未明童話全集　13,講談社,1983（昭和58）年1月19日第5刷,1977（昭和52）年11月10日第1刷,,,,
1475,小川 未明,52964,ある夜の星たちの話,新字新仮名,,特定非営利活動法人はるかぜ,富田倫生,公開,2012/3/19,定本小川未明童話全集　4,講談社,1977（昭和52）年C第2刷,　,,,,
1475,小川 未明,51119,あんずの花,新字新仮名,,ぷろぼの青空工作員チーム入力班,江村秀之,公開,2013/12/15,定本小川未明童話全集　3,講談社,1981（昭和56）年1月6日第7刷,1977（昭和52）年1月10日第1刷,,,,
1475,小川 未明,53453,いいおじいさんの話,新字新仮名,,特定非営利活動法人はるかぜ,雪森,公開,2013/5/29,定本小川未明童話全集　5,講談社,1977（昭和52）年3月10日第1刷,1979（昭和54）年7月1日第4刷　,,,,
1475,小川 未明,52615,生きた人形,新字新仮名,,特定非営利活動法人はるかぜ,七草,公開,2015/10/31,定本小川未明童話全集　6,講談社,1977（昭和52）年4月10日第1刷,1977（昭和52）年4月10日第1刷,,,,
1475,小川 未明,53454,生きている看板,新字新仮名,,特定非営利活動法人はるかぜ,江村秀之,公開,2014/1/31,定本小川未明童話全集　5,講談社,1977（昭和52）年3月10日第1刷,1978（昭和53）年C第2刷　,,,,
1475,小川 未明,51504,生きぬく力,新字新仮名,,特定非営利活動法人はるかぜ,酒井裕二,公開,2017/11/30,定本小川未明童話全集　13,講談社,1983（昭和58）年1月19日第5刷,1977（昭和52）年11月10日第1刷,,,,
